YBL001C	2	237155	237469	-
YBL002W	2	236495	236890	+
YBL003C	2	235397	235795	-
YBL004W	2	227639	235120	+
YBL005W	2	217473	220403	+
YBL006C	2	216590	217132	-
YBL007C	2	212635	216369	-
YBL008W	2	209656	212178	+
YBL008W-A	2	209412	209651	+
YBL009W	2	207197	209227	+
YBL010C	2	206110	206952	-
YBL011W	2	203541	205820	+
YBL013W	2	202059	203264	+
YBL014C	2	199067	201751	-
YBL015W	2	194125	195705	+
YBL016W	2	192454	193515	+
YBL017C	2	186847	191586	-
YBL018C	2	186001	186477	-
YBL019W	2	184356	185918	+
YBL020W	2	182404	184128	+
YBL021C	2	181663	182097	-
YBL022C	2	177877	181278	-
YBL023C	2	174923	177529	-
YBL024W	2	172537	174591	+
YBL025W	2	171484	171921	+
YBL026W	2	170626	171041	+
YBL027W	2	168426	169379	+
YBL028C	2	167521	167841	-
YBL029C-A	2	164491	164775	-
YBL029W	2	166137	167267	+
YBL030C	2	163044	164000	-
YBL031W	2	161702	162718	+
YBL032W	2	160187	161332	+
YBL033C	2	158659	159696	-
YBL034C	2	153851	158392	-
YBL035C	2	151496	153613	-
YBL036C	2	150450	151223	-
YBL037W	2	147212	150289	+
YBL038W	2	146190	146888	+
YBL039C	2	143992	145731	-
YBL039W-B	2	143396	143575	+
YBL040C	2	142115	142871	-
YBL041W	2	141250	141975	+
YBL042C	2	138344	140263	-
YBL043W	2	136691	137464	+
YBL044W	2	136001	136369	+
YBL045C	2	134146	135519	-
YBL046W	2	132427	133752	+
YBL047C	2	127898	132043	-
YBL049W	2	126831	127247	+
YBL050W	2	125128	126122	+
YBL051C	2	122756	124762	-
YBL052C	2	119382	121877	-
YBL054W	2	117592	119169	+
YBL055C	2	115576	116832	-
YBL056W	2	113765	115171	+
YBL057C	2	112803	113447	-
YBL058W	2	111439	112710	+
YBL059C-A	2	110127	110541	-
YBL059W	2	110596	111246	+
YBL060W	2	107934	109997	+
YBL061C	2	105318	107408	-
YBL063W	2	101888	105223	+
YBL064C	2	100373	101158	-
YBL066C	2	96671	100117	-
YBL067C	2	93641	95884	-
YBL068W	2	92412	93395	+
YBL069W	2	90739	92028	+
YBL071C-B	2	89456	89554	-
YBL071W-A	2	89976	90224	+
YBL072C	2	88521	89123	-
YBL074C	2	86720	87787	-
YBL075C	2	84497	86446	-
YBL076C	2	81041	84259	-
YBL078C	2	80375	80728	-
YBL079W	2	75256	79764	+
YBL080C	2	73067	74692	-
YBL081W	2	71863	72969	+
YBL082C	2	69748	71124	-
YBL084C	2	67166	69442	-
YBL085W	2	63873	66815	+
YBL086C	2	61199	62599	-
YBL087C	2	59818	60735	-
YBL088C	2	51016	59379	-
YBL089W	2	49571	50950	+
YBL090W	2	48822	49355	+
YBL091C	2	47360	48625	-
YBL091C-A	2	46562	47177	-
YBL092W	2	45975	46367	+
YBL093C	2	44253	44915	-
YBL095W	2	43274	44086	+
YBL097W	2	40828	43092	+
YBL098W	2	39142	40524	+
YBL099W	2	37050	38687	+
YBL100W-C	2	28427	28546	+
YBL101C	2	24946	28299	-
YBL102W	2	24098	24745	+
YBL103C	2	22075	23535	-
YBL104C	2	18177	21293	-
YBL105C	2	14241	17696	-
YBL106C	2	10847	13879	-
YBL107C	2	9961	10551	-
YBL108C-A	2	7605	7733	-
