YJL001W	10	435156	435919	+
YJL002C	10	433214	434644	-
YJL003W	10	432637	432993	+
YJL004C	10	431582	432193	-
YJL005W	10	425150	431230	+
YJL006C	10	423131	424102	-
YJL008C	10	419950	421656	-
YJL010C	10	417555	419555	-
YJL011C	10	414278	414763	-
YJL012C	10	411227	413392	-
YJL013C	10	409486	411033	-
YJL014W	10	407551	409155	+
YJL016W	10	405582	407267	+
YJL019W	10	402891	404939	+
YJL020C	10	398931	402404	-
YJL023C	10	397349	398392	-
YJL024C	10	395925	396586	-
YJL025W	10	393961	395505	+
YJL026W	10	392398	393597	+
YJL027C	10	391827	392243	-
YJL028W	10	391305	391640	+
YJL029C	10	388379	390847	-
YJL030W	10	387651	388241	+
YJL031C	10	386362	387432	-
YJL033W	10	383831	386143	+
YJL034W	10	381321	383369	+
YJL035C	10	380243	380995	-
YJL036W	10	378819	380090	+
YJL037W	10	376656	377330	+
YJL038C	10	375109	375768	-
YJL039C	10	368742	373793	-
YJL041W	10	365778	368367	+
YJL042W	10	361243	365439	+
YJL043W	10	360124	360897	+
YJL044C	10	358294	359670	-
YJL045W	10	356018	357922	+
YJL046W	10	352380	353609	+
YJL047C	10	349574	352102	-
YJL047C-A	10	349038	349172	-
YJL048C	10	347441	348631	-
YJL049W	10	345967	347319	+
YJL050W	10	342516	345737	+
YJL051W	10	339781	342249	+
YJL052C-A	10	337878	337997	-
YJL052W	10	338265	339263	+
YJL053W	10	335892	337031	+
YJL054W	10	334259	335695	+
YJL055W	10	333351	334088	+
YJL056C	10	330425	333067	-
YJL057C	10	328112	330115	-
YJL058C	10	326236	327867	-
YJL059W	10	324958	326184	+
YJL060W	10	323380	324714	+
YJL061W	10	320010	322151	+
YJL062W	10	317278	319770	+
YJL062W-A	10	316717	316974	+
YJL063C	10	315753	316469	-
YJL065C	10	315048	315551	-
YJL066C	10	314108	314866	-
YJL068C	10	313010	313909	-
YJL069C	10	310916	312700	-
YJL070C	10	307965	310631	-
YJL071W	10	306126	307850	+
YJL072C	10	305215	305856	-
YJL073W	10	303175	305112	+
YJL074C	10	299151	302843	-
YJL076W	10	295239	298808	+
YJL077C	10	294660	295055	-
YJL077W-B	10	294041	294139	+
YJL078C	10	291330	293975	-
YJL079C	10	289869	290768	-
YJL080C	10	285552	289220	-
YJL081C	10	283796	285265	-
YJL082W	10	281179	283374	+
YJL083W	10	278835	280649	+
YJL084C	10	274856	277996	-
YJL085W	10	272821	274692	+
YJL087C	10	269996	272479	-
YJL088W	10	268793	269809	+
YJL089W	10	265920	268409	+
YJL090C	10	262751	265045	-
YJL091C	10	261074	262546	-
YJL092W	10	257417	260941	+
YJL093C	10	254731	256806	-
YJL094C	10	251815	254436	-
YJL095W	10	247249	251685	+
YJL096W	10	246485	246970	+
YJL097W	10	245586	246239	+
YJL098W	10	242077	245253	+
YJL099W	10	239409	241649	+
YJL100W	10	237258	239081	+
YJL101C	10	234315	236351	-
YJL102W	10	231296	233755	+
YJL103C	10	229020	230876	-
YJL104W	10	227322	227771	+
YJL105W	10	225050	226732	+
YJL106W	10	221385	223322	+
YJL107C	10	218848	220011	-
YJL108C	10	217700	218851	-
YJL109C	10	211995	217304	-
YJL110C	10	209917	211572	-
YJL111W	10	207872	209524	+
YJL112W	10	205300	207444	+
YJL115W	10	196284	197123	+
YJL116C	10	193858	194871	-
YJL117W	10	192529	193464	+
YJL118W	10	191637	192296	+
YJL121C	10	190372	191088	-
YJL122W	10	189714	190241	+
YJL123C	10	188002	189438	-
YJL124C	10	187124	187642	-
YJL125C	10	185525	186676	-
YJL126W	10	184498	185421	+
YJL127C	10	182295	184217	-
YJL127C-B	10	181548	181706	-
YJL128C	10	178093	180099	-
YJL129C	10	173595	177302	-
YJL130C	10	165719	172363	-
YJL131C	10	164274	165344	-
YJL132W	10	161910	164162	+
YJL133C-A	10	159619	159843	-
YJL133W	10	160615	161559	+
YJL134W	10	158184	159413	+
YJL136C	10	156546	157269	-
YJL136W-A	10	156165	156248	+
YJL137C	10	154981	156123	-
YJL138C	10	153500	154687	-
YJL139C	10	151709	152995	-
YJL140W	10	150957	151622	+
YJL141C	10	147963	150386	-
YJL143W	10	147097	147573	+
YJL144W	10	146355	146669	+
YJL145W	10	145156	146040	+
YJL146W	10	143288	144697	+
YJL147C	10	141415	142563	-
YJL148W	10	140433	141134	+
YJL149W	10	137375	139366	+
YJL151C	10	136368	136769	-
YJL153C	10	134328	135929	-
YJL154C	10	131097	133931	-
YJL155C	10	129281	130639	-
YJL156C	10	126849	128948	-
YJL157C	10	123832	126324	-
YJL158C	10	122261	122944	-
YJL159W	10	120445	121686	+
YJL160C	10	117958	118821	-
YJL161W	10	117241	117783	+
YJL162C	10	113874	115625	-
