YEL001C	5	150300	150977	-
YEL002C	5	148721	150013	-
YEL003W	5	148175	148598	+
YEL004W	5	146950	147978	+
YEL005C	5	145906	146754	-
YEL006W	5	144326	145333	+
YEL007W	5	141891	143891	+
YEL009C	5	138918	139763	-
YEL011W	5	133120	135234	+
YEL012W	5	131772	132551	+
YEL013W	5	128825	130561	+
YEL015W	5	126629	128284	+
YEL016C	5	124737	126218	-
YEL017C-A	5	122798	122929	-
YEL017W	5	123657	124670	+
YEL018W	5	121471	122310	+
YEL019C	5	120498	121301	-
YEL020C	5	118617	120299	-
YEL020W-A	5	117211	117474	+
YEL021W	5	116167	116970	+
YEL022W	5	111421	115800	+
YEL023C	5	108504	110552	-
YEL024W	5	107260	107907	+
YEL025C	5	102581	106147	-
YEL026W	5	101943	102323	+
YEL027W	5	100769	101251	+
YEL029C	5	96858	97796	-
YEL030W	5	94644	96578	+
YEL031W	5	90258	93905	+
YEL032W	5	86937	89852	+
YEL033W	5	86179	86598	+
YEL034W	5	85676	86149	+
YEL035C	5	85045	85545	-
YEL036C	5	83050	84552	-
YEL037C	5	81407	82603	-
YEL038W	5	80462	81145	+
YEL039C	5	79636	79977	-
YEL040W	5	78053	79456	+
YEL041W	5	75944	77431	+
YEL042W	5	73771	75327	+
YEL043W	5	70478	73348	+
YEL044W	5	69757	70257	+
YEL046C	5	67629	68792	-
YEL047C	5	65385	66797	-
YEL048C	5	64709	65167	-
YEL049W	5	63728	64090	+
YEL050C	5	59670	60851	-
YEL051W	5	58378	59148	+
YEL052W	5	56571	58100	+
YEL053C	5	53901	56102	-
YEL054C	5	52721	53218	-
YEL055C	5	48471	51539	-
YEL056W	5	47168	48373	+
YEL057C	5	45020	45721	-
YEL058W	5	43252	44925	+
YEL059C-A	5	42400	42624	-
YEL060C	5	40046	41953	-
YEL061C	5	36535	39537	-
YEL062W	5	34407	36254	+
YEL063C	5	31694	33466	-
YEL064C	5	29797	31239	-
YEL065W	5	27657	29543	+
YEL066W	5	26667	27206	+
YEL067C	5	26189	26776	-
YEL069C	5	21537	23231	-
YEL070W	5	19589	21097	+
YEL071W	5	16355	17845	+
YEL072W	5	13720	14415	+
YEL073C	5	7230	7553	-
YEL075C	5	5345	5713	-
YEL076C	5	4464	5114	-
YEL076C-A	5	4185	5114	-
YEL077C	5	264	4097	-
YER001W	5	153519	155807	+
YER002W	5	156802	157497	+
YER003C	5	157735	159117	-
YER004W	5	159579	160274	+
YER005W	5	160549	162441	+
YER006W	5	162722	164284	+
YER007C-A	5	166236	166884	-
YER007W	5	164526	166082	+
YER008C	5	167807	171817	-
YER009W	5	172114	172491	+
YER010C	5	172633	173337	-
YER011W	5	175247	176011	+
YER012W	5	177834	178430	+
YER013W	5	178840	182277	+
YER014C-A	5	183730	184699	-
YER014W	5	182599	184218	+
YER015W	5	184540	186774	+
YER016W	5	188276	189310	+
YER017C	5	189502	191787	-
YER018C	5	191958	192623	-
YER019C-A	5	194272	194538	-
YER019W	5	192796	194229	+
YER020W	5	195167	196516	+
YER021W	5	196947	198518	+
YER022W	5	198811	200874	+
YER023W	5	201075	201935	+
YER024W	5	202191	204962	+
YER025W	5	205250	206833	+
YER026C	5	207643	208473	-
YER027C	5	208978	210231	-
YER028C	5	210691	211875	-
YER029C	5	212586	213176	-
YER030W	5	213436	213897	+
YER031C	5	214075	214746	-
YER032W	5	215062	217692	+
YER033C	5	218056	221286	-
YER034W	5	221845	222402	+
YER035W	5	222638	223075	+
YER036C	5	223366	225198	-
YER037W	5	225888	226853	+
YER038C	5	226857	228251	-
YER039C	5	228455	229204	-
YER039C-A	5	229262	229480	-
YER040W	5	229794	231986	+
YER041W	5	232460	234739	+
YER042W	5	234936	235490	+
YER043C	5	235769	237118	-
YER044C	5	237569	238015	-
YER044C-A	5	238459	239773	-
YER045C	5	240031	241500	-
YER046W	5	243179	243610	+
YER047C	5	243809	246502	-
YER048C	5	246981	248156	-
YER048W-A	5	250717	251001	+
YER049W	5	251727	253661	+
YER050C	5	253970	254386	-
YER051W	5	254655	256133	+
YER052C	5	256374	257957	-
YER053C	5	258736	259638	-
YER053C-A	5	260932	261045	-
YER054C	5	262051	263697	-
YER055C	5	264891	265784	-
YER056C	5	266511	268112	-
YER056C-A	5	269421	270183	-
YER057C	5	270735	271124	-
YER058W	5	271766	272089	+
YER059W	5	272622	273884	+
YER060W	5	274565	276151	+
YER060W-A	5	276570	278162	+
YER061C	5	278296	279624	-
YER062C	5	279928	280680	-
YER063W	5	281708	282364	+
YER064C	5	282703	284220	-
YER065C	5	285239	286912	-
YER066W	5	290240	290797	+
YER067W	5	292064	292549	+
YER068W	5	293048	294811	+
YER069W	5	295408	297999	+
YER070W	5	298948	301614	+
YER071C	5	301945	302325	-
YER072W	5	302804	303193	+
YER073W	5	304027	305589	+
YER074W	5	306319	307192	+
YER074W-A	5	307649	308119	+
YER075C	5	308409	311195	-
YER076C	5	312586	313494	-
