YKL001C	11	438420	439028	-
YKL002W	11	437421	438187	+
YKL003C	11	436740	437135	-
YKL004W	11	435223	436428	+
YKL005C	11	432736	434520	-
YKL006C-A	11	429841	430275	-
YKL006W	11	431549	432363	+
YKL007W	11	428945	429751	+
YKL008C	11	426938	428194	-
YKL009W	11	425885	426595	+
YKL010C	11	421067	425518	-
YKL011C	11	419798	420859	-
YKL012W	11	417953	419704	+
YKL013C	11	417151	417666	-
YKL014C	11	411262	416556	-
YKL015W	11	408187	411126	+
YKL016C	11	407108	407632	-
YKL017C	11	404833	406884	-
YKL018C-A	11	403223	403522	-
YKL018W	11	403745	404734	+
YKL019W	11	402211	403161	+
YKL020C	11	398475	401723	-
YKL021C	11	396987	398393	-
YKL022C	11	394369	396891	-
YKL023C-A	11	392789	393016	-
YKL023W	11	393364	394197	+
YKL024C	11	392169	392783	-
YKL025C	11	389883	391922	-
YKL026C	11	389023	389526	-
YKL027W	11	387205	388548	+
YKL028W	11	385401	386849	+
YKL029C	11	382359	384368	-
YKL032C	11	379708	381501	-
YKL033W	11	375099	378215	+
YKL033W-A	11	374148	374858	+
YKL034W	11	371472	373748	+
YKL035W	11	369534	371033	+
YKL037W	11	369008	369364	+
YKL038W	11	365248	368760	+
YKL039W	11	362265	363836	+
YKL040C	11	360701	361471	-
YKL041W	11	359786	360460	+
YKL042W	11	358119	359210	+
YKL043W	11	356392	357492	+
YKL045W	11	353137	354723	+
YKL046C	11	350919	352268	-
YKL047W	11	349107	350657	+
YKL048C	11	346858	348780	-
YKL049C	11	345719	346408	-
YKL050C	11	342496	345264	-
YKL051W	11	340956	342017	+
YKL052C	11	339312	340190	-
YKL053C-A	11	338826	339086	-
YKL054C	11	336181	338397	-
YKL055C	11	334965	335801	-
YKL056C	11	334056	334559	-
YKL057C	11	330500	333613	-
YKL058W	11	329810	330178	+
YKL059C	11	327762	329087	-
YKL060C	11	326052	327131	-
YKL061W	11	325415	325756	+
YKL062W	11	322872	324764	+
YKL063C	11	320659	321162	-
YKL064W	11	317408	320317	+
YKL065C	11	316081	316701	-
YKL065W-A	11	315598	315819	+
YKL067W	11	314456	314917	+
YKL068W	11	309843	312722	+
YKL068W-A	11	308850	309086	+
YKL069W	11	306929	307471	+
YKL070W	11	305855	306364	+
YKL071W	11	304758	305528	+
YKL072W	11	299226	301526	+
YKL073W	11	296074	298719	+
YKL074C	11	294254	295837	-
YKL075C	11	292600	293952	-
YKL077W	11	291097	292275	+
YKL078W	11	288489	290696	+
YKL079W	11	286247	288217	+
YKL080W	11	284674	285852	+
YKL081W	11	282535	284099	+
YKL082C	11	280669	281973	-
YKL084W	11	280153	280503	+
YKL085W	11	278767	279771	+
YKL086W	11	277925	278308	+
YKL087C	11	276833	277507	-
YKL088W	11	274927	276642	+
YKL089W	11	273038	274687	+
YKL090W	11	271522	272853	+
YKL091C	11	269362	270294	-
YKL092C	11	265789	269103	-
YKL093W	11	264433	265452	+
YKL094W	11	262993	263934	+
YKL095W	11	261921	262757	+
YKL096C-B	11	258717	258866	-
YKL096W	11	260776	261495	+
YKL096W-A	11	258897	259175	+
