YOL001W	15	325250	326131	+
YOL002C	15	323412	324365	-
YOL003C	15	321859	322995	-
YOL004W	15	316939	321549	+
YOL005C	15	315814	316176	-
YOL006C	15	313079	315388	-
YOL007C	15	311343	312368	-
YOL008W	15	310313	310936	+
YOL009C	15	309325	310140	-
YOL010W	15	307939	309042	+
YOL011W	15	305350	307410	+
YOL012C	15	303580	303984	-
YOL013C	15	301381	303036	-
YOL013W-A	15	301048	301239	+
YOL014W	15	299694	300068	+
YOL015W	15	297079	298839	+
YOL016C	15	294778	296121	-
YOL017W	15	292530	294674	+
YOL018C	15	290882	292075	-
YOL019W	15	288899	290554	+
YOL019W-A	15	288421	288573	+
YOL020W	15	286173	287951	+
YOL021C	15	282422	285427	-
YOL022C	15	280273	281499	-
YOL023W	15	278057	280087	+
YOL024W	15	277087	277605	+
YOL025W	15	274958	276940	+
YOL026C	15	274013	274354	-
YOL027C	15	272004	273725	-
YOL028C	15	270634	271371	-
YOL029C	15	269816	270421	-
YOL030W	15	268188	269642	+
YOL031C	15	266265	267530	-
YOL032W	15	265430	266170	+
YOL033W	15	263476	265086	+
YOL034W	15	259924	263205	+
YOL036W	15	256744	259029	+
YOL038C-A	15	254925	255020	-
YOL038W	15	255336	256100	+
YOL039W	15	254296	254616	+
YOL040C	15	253148	253576	-
YOL041C	15	251266	252645	-
YOL042W	15	249824	250915	+
YOL043C	15	248391	249533	-
YOL044W	15	247149	248300	+
YOL045W	15	243496	246801	+
YOL047C	15	241613	242746	-
YOL048C	15	240203	241309	-
YOL049W	15	238618	240093	+
YOL051W	15	234939	238184	+
YOL052C	15	232445	233635	-
YOL052C-A	15	231569	231754	-
YOL053W	15	230084	231271	+
YOL054W	15	228613	229833	+
YOL055C	15	224419	226074	-
YOL056W	15	223267	224178	+
YOL057W	15	220766	222901	+
YOL058W	15	219210	220472	+
YOL059W	15	217126	218448	+
YOL060C	15	214017	216137	-
YOL061W	15	212244	213734	+
YOL062C	15	210520	211995	-
YOL063C	15	207392	210265	-
YOL064C	15	206103	207176	-
YOL065C	15	204731	205885	-
YOL066C	15	202696	204471	-
YOL067C	15	201985	202518	-
YOL068C	15	200368	201879	-
YOL069W	15	198942	200297	+
YOL070C	15	197220	198725	-
YOL071W	15	196507	196995	+
YOL072W	15	194970	196337	+
YOL073C	15	193832	194800	-
YOL075C	15	189658	193542	-
YOL076W	15	187024	189414	+
YOL077C	15	185848	186723	-
YOL077W-A	15	185438	185644	+
YOL078W	15	181682	185212	+
YOL080C	15	180558	181427	-
YOL081W	15	171070	180309	+
YOL082W	15	168727	169974	+
YOL083W	15	165714	166952	+
YOL084W	15	162356	165331	+
YOL086C	15	159548	160594	-
YOL086W-A	15	159173	159445	+
YOL087C	15	155287	158637	-
YOL088C	15	153912	154745	-
YOL089C	15	150398	153490	-
YOL090W	15	147382	150276	+
YOL091W	15	145334	147163	+
YOL092W	15	144204	145130	+
YOL093W	15	142815	143696	+
YOL094C	15	141584	142555	-
YOL095C	15	139227	141347	-
YOL096C	15	138107	139045	-
YOL097C	15	136527	137825	-
YOL097W-A	15	136220	136405	+
YOL098C	15	132725	135838	-
YOL100W	15	129237	132482	+
YOL101C	15	126982	127920	-
YOL102C	15	125997	126689	-
YOL103W	15	124001	125830	+
YOL104C	15	116396	117454	-
YOL105C	15	114138	115808	-
YOL107W	15	112102	113130	+
