YDL001W	4	447982	449274	+
YDL002C	4	446965	447576	-
YDL003W	4	444681	446381	+
YDL004W	4	443027	443509	+
YDL005C	4	441012	442307	-
YDL006W	4	439907	440752	+
YDL007C-A	4	436565	436822	-
YDL007W	4	438045	439358	+
YDL008W	4	433495	433992	+
YDL010W	4	432328	433023	+
YDL012C	4	431106	431515	-
YDL013W	4	429065	430924	+
YDL014W	4	427362	428345	+
YDL015C	4	426000	426932	-
YDL017W	4	424207	425730	+
YDL018C	4	422831	423508	-
YDL019C	4	417661	421512	-
YDL020C	4	415111	416706	-
YDL021W	4	413951	414886	+
YDL022W	4	411823	412998	+
YDL024C	4	408449	409855	-
YDL025C	4	405342	407204	-
YDL027C	4	403693	404955	-
YDL028C	4	400995	403289	-
YDL029W	4	399338	400636	+
YDL030W	4	397535	399127	+
YDL031W	4	394215	397202	+
YDL033C	4	392657	393910	-
YDL035C	4	389170	392055	-
YDL036C	4	387511	388899	-
YDL037C	4	384599	385585	-
YDL039C	4	381983	384079	-
YDL040C	4	378871	381435	-
YDL042C	4	376754	378442	-
YDL043C	4	375677	376477	-
YDL044C	4	373964	375286	-
YDL045C	4	372685	373605	-
YDL045W-A	4	372245	372532	+
YDL046W	4	371237	371758	+
YDL047W	4	369769	370704	+
YDL048C	4	366739	368211	-
YDL049C	4	365068	365874	-
YDL051W	4	363952	364779	+
YDL052C	4	362672	363583	-
YDL053C	4	361699	362256	-
YDL054C	4	359825	361285	-
YDL055C	4	355674	356759	-
YDL056W	4	352877	355378	+
YDL057W	4	351434	352420	+
YDL058W	4	345665	351037	+
YDL059C	4	344237	344953	-
YDL060W	4	341619	343985	+
YDL061C	4	340628	340798	-
YDL063C	4	338272	340134	-
YDL064W	4	337487	338070	+
YDL065C	4	336249	337277	-
YDL066W	4	334835	336121	+
YDL067C	4	334217	334396	-
YDL069C	4	333121	333810	-
YDL070W	4	331025	332941	+
YDL072C	4	329836	330447	-
YDL073W	4	326613	329567	+
YDL074C	4	324047	326149	-
YDL075W	4	322226	322988	+
YDL076C	4	320668	321552	-
YDL077C	4	316971	320120	-
YDL078C	4	315357	316388	-
YDL079C	4	312951	314748	-
YDL080C	4	310642	312471	-
YDL081C	4	309802	310122	-
YDL082W	4	308424	309388	+
YDL083C	4	306926	307789	-
YDL084W	4	305237	306577	+
YDL085C-A	4	302464	302670	-
YDL085W	4	303211	304848	+
YDL086W	4	301413	302234	+
YDL087C	4	300214	300999	-
YDL088C	4	298417	300003	-
YDL089W	4	296820	298274	+
YDL090C	4	295034	296329	-
YDL091C	4	293392	294759	-
YDL092W	4	292781	293221	+
YDL093W	4	289909	292140	+
YDL095W	4	287059	289512	+
YDL097C	4	285391	286695	-
YDL098C	4	284581	285165	-
YDL099W	4	283419	284444	+
YDL100C	4	282112	283176	-
YDL101C	4	280307	281848	-
YDL102W	4	276872	280165	+
YDL103C	4	275148	276581	-
YDL104C	4	273653	274876	-
YDL105W	4	272389	273597	+
YDL106C	4	270222	271901	-
YDL107W	4	268921	269976	+
YDL108W	4	267698	268699	+
YDL109C	4	265258	267201	-
YDL110C	4	264512	264964	-
YDL111C	4	263313	264110	-
YDL112W	4	258915	263225	+
YDL113C	4	256633	258555	-
YDL114W	4	255604	256530	+
YDL115C	4	253995	255126	-
YDL116W	4	251566	253746	+
YDL117W	4	248581	251238	+
YDL118W	4	247302	247682	+
YDL119C	4	246689	247612	-
YDL120W	4	245923	246447	+
YDL121C	4	245133	245582	-
YDL122W	4	242552	244981	+
YDL123W	4	241418	241840	+
YDL124W	4	240259	241197	+
YDL125C	4	239019	239606	-
YDL126C	4	236157	238664	-
YDL127W	4	234927	235853	+
YDL128W	4	232652	233887	+
YDL129W	4	231024	231899	+
YDL130W	4	229906	230527	+
YDL130W-A	4	229171	229431	+
YDL131W	4	227393	228715	+
YDL132W	4	224304	226751	+
YDL133C-A	4	221724	221801	-
YDL133W	4	222427	223740	+
YDL134C	4	219662	220771	-
YDL135C	4	218680	219288	-
YDL136W	4	217600	218367	+
YDL137W	4	216529	217074	+
YDL138W	4	213352	215643	+
YDL139C	4	211376	212047	-
YDL140C	4	205361	210562	-
YDL141W	4	203040	205112	+
YDL142C	4	201720	202571	-
YDL143W	4	199997	201583	+
YDL144C	4	198663	199733	-
YDL145C	4	194572	198177	-
YDL146W	4	192751	194226	+
YDL147W	4	190925	192262	+
YDL148C	4	188155	190587	-
YDL149W	4	184926	187919	+
YDL150W	4	183344	184612	+
YDL153C	4	181187	183019	-
YDL154W	4	178335	181040	+
YDL155W	4	176774	178057	+
YDL156W	4	174919	176487	+
YDL157C	4	174233	174589	-
YDL159W	4	172482	174029	+
YDL159W-A	4	172183	172314	+
YDL160C	4	170411	171931	-
YDL160C-A	4	169367	169609	-
YDL161W	4	167715	169079	+
YDL164C	4	164988	167255	-
YDL165W	4	164291	164866	+
YDL166C	4	163450	164043	-
YDL167C	4	160996	163155	-
YDL168W	4	159605	160765	+
YDL169C	4	158065	158736	-
YDL170W	4	156319	157905	+
YDL171C	4	149204	155641	-
YDL173W	4	148192	149079	+
YDL174C	4	145827	147590	-
YDL175C	4	144485	145519	-
YDL176W	4	142098	144224	+
YDL177C	4	141210	141722	-
YDL178W	4	139523	141115	+
YDL179W	4	138292	139206	+
YDL180W	4	135897	137540	+
YDL181W	4	135180	135437	+
YDL182W	4	133438	134724	+
YDL183C	4	130872	131834	-
YDL184C	4	130408	130485	-
